,Id,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,OverallQual-s2,OverallQual-s3,OverallQual-Sq,AllSF-2,AllSF-3,AllSF-Sq,AllFlrsSF-2,AllFlrsSF-3,AllFlrsSF-Sq,GrLivArea-2,GrLivArea-3,GrLivArea-Sq,SimplOverallQual-s2,SimplOverallQual-s3,SimplOverallQual-Sq,ExterQual-2,ExterQual-3,ExterQual-Sq,GarageCars-2,GarageCars-3,GarageCars-Sq,TotalBath-2,TotalBath-3,TotalBath-Sq,KitchenQual-2,KitchenQual-3,KitchenQual-Sq,GarageScore-2,GarageScore-3,GarageScore-Sq,TotBsmtFin,TotBath,TotArea,HasFirePlace,HasWoodDeck ,enc_street,MSSubClass_SC120,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
220,221,73.0,9.103979355984773,2,1.0,3,3,7,5,2006,2006,0.0,4,3,4.0,3.0,1.0,1.0,1498.0,1498.0,5,1498,1498,1,4.0,5,8.0,0,4.0,2006.0,2.0,675.0,3.0,3.0,2,351,33,0,0,0,3.0,0,2006,3,2,2.0,1.0,1.0,2.0,4.0,2.0,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4.0,4.0,2025.0,912.0,6,2,648.0,675.0,2.0,2.0,2.0,2996.0,1498,33,0.0,1,49,343,2.6457513110645907,8976016.0,26892143936.0,54.735728733616035,2244004,3361517992,38.704004960727254,2244004,3361517992,38.704004960727254,9,27,1.7320508075688772,16,64,2.0,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,16.0,64.0,2.0,4100625.0,8303765625.0,45.0,0.0,2.0,2996.0,False,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.582508309316175
221,222,68.95370370370371,8.995784837848506,2,1.0,3,3,6,5,2002,2002,0.0,4,3,4.0,3.0,0.0,1.0,1010.0,1010.0,5,1010,2267,1,4.0,8,8.0,1,3.0,2002.0,2.0,390.0,3.0,3.0,2,120,46,0,0,0,3.0,0,2009,2,2,2.0,1.0,1.0,1.0,4.0,2.0,2,1.0,1.0,1.0,2.0,1,2,30,9.0,12,4.0,3.0,1170.0,912.0,4,2,648.0,390.0,1.0,2.0,2.5,3277.0,2267,46,0.0,0,36,216,2.449489742783178,10738729.0,35190814933.0,57.245087125446844,5139289,11650768163,47.61302342846965,5139289,11650768163,47.61302342846965,4,8,1.4142135623730951,16,64,2.0,4.0,8.0,1.4142135623730951,6.25,15.625,1.5811388300841898,16.0,64.0,2.0,1368900.0,1601613000.0,34.20526275297414,0.0,2.5,3277.0,True,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.5806771513187536
222,223,85.0,9.348013177101256,2,1.0,4,3,6,6,1975,1975,0.0,3,3,4.0,3.0,0.0,1.0,163.0,713.0,3,811,1552,1,3.0,6,8.0,1,3.0,1975.0,2.0,434.0,3.0,3.0,2,209,208,0,0,0,3.0,0,2006,2,2,2.0,1.0,1.0,1.0,4.0,1.0,1,2.0,1.0,1.0,2.0,1,1,36,9.0,9,3.0,3.0,1302.0,912.0,4,1,648.0,434.0,1.0,1.0,3.5,2265.0,1552,208,0.0,0,36,216,2.449489742783178,5130225.0,11619959625.0,47.59201613716318,2408704,3738308608,39.395431207184416,2408704,3738308608,39.395431207184416,4,8,1.4142135623730951,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,12.25,42.875,1.8708286933869707,9.0,27.0,1.7320508075688772,1695204.0,2207155608.0,36.08323710533743,550.0,3.5,2265.0,True,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.572624594906759
223,224,70.0,9.259225769705994,2,1.0,4,3,4,6,1971,1971,0.0,3,3,3.0,3.0,0.0,2.0,160.0,864.0,4,864,864,1,3.0,4,8.0,0,4.0,1989.0,2.0,576.0,3.0,3.0,2,216,0,0,0,0,3.0,0,2009,2,2,2.0,1.0,1.0,2.0,4.0,1.0,2,2.0,1.0,1.0,1.0,1,1,24,9.0,9,3.0,4.0,1728.0,912.0,4,1,648.0,576.0,2.0,1.0,1.0,1728.0,864,0,0.0,0,16,64,2.0,2985984.0,5159780352.0,41.569219381653056,746496,644972544,29.393876913398138,746496,644972544,29.393876913398138,4,8,1.4142135623730951,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,1.0,1.0,1.0,9.0,27.0,1.7320508075688772,2985984.0,5159780352.0,41.569219381653056,704.0,1.0,1728.0,False,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.524325786099516
224,225,103.0,9.508442961755847,2,1.0,4,3,10,5,2003,2003,922.0,5,3,5.0,3.0,3.0,1.0,2336.0,2392.0,5,2392,2392,1,5.0,8,8.0,1,5.0,2003.0,3.0,968.0,3.0,3.0,2,248,105,0,0,0,3.0,0,2009,3,2,2.0,1.0,1.0,2.0,4.0,2.0,2,2.0,1.0,1.0,2.0,1,2,50,9.0,15,5.0,5.0,2904.0,912.0,6,2,648.0,968.0,2.0,2.0,2.0,4784.0,2392,105,1.0,0,100,1000,3.1622776601683795,22886656.0,109489762304.0,69.16646586316233,5721664,13686220288,48.908077042549934,5721664,13686220288,48.908077042549934,9,27,1.7320508075688772,25,125,2.23606797749979,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,25.0,125.0,2.23606797749979,8433216.0,24490059264.0,53.88877434122992,56.0,2.0,4784.0,True,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6293130577554336
225,226,21.0,7.427144133408616,2,1.0,4,3,5,5,1971,1971,142.0,3,3,3.0,3.0,0.0,1.0,630.0,630.0,3,630,1302,1,3.0,6,8.0,0,4.0,1991.0,1.0,280.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2009,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,25,9.0,9,3.0,4.0,840.0,912.0,4,1,648.0,280.0,2.0,1.0,2.5,1932.0,1302,0,1.0,0,25,125,2.23606797749979,3732624.0,7211429568.0,43.95452195167182,1695204,2207155608,36.08323710533743,1695204,2207155608,36.08323710533743,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,6.25,15.625,1.5811388300841898,9.0,27.0,1.7320508075688772,705600.0,592704000.0,28.982753492378876,0.0,2.5,1932.0,False,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5357790160034135
226,227,82.0,9.205428327615163,2,1.0,3,3,7,5,1995,1995,290.0,4,3,4.0,3.0,0.0,1.0,638.0,1203.0,5,1214,2520,1,4.0,9,8.0,1,3.0,1995.0,3.0,721.0,3.0,3.0,2,224,114,0,0,0,3.0,0,2007,3,2,2.0,1.0,1.0,1.0,4.0,2.0,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4.0,3.0,2163.0,912.0,6,2,648.0,721.0,1.0,2.0,2.5,3723.0,2520,114,1.0,0,49,343,2.6457513110645907,13860729.0,51603494067.0,61.0163912403872,6350400,16003008000,50.19960159204453,6350400,16003008000,50.19960159204453,9,27,1.7320508075688772,16,64,2.0,9.0,27.0,1.7320508075688772,6.25,15.625,1.5811388300841898,16.0,64.0,2.0,4678569.0,10119744747.0,46.50806381693394,565.0,2.5,3723.0,True,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.6084242962897357
227,228,21.0,7.533693709848633,2,1.0,4,3,6,6,1970,1970,127.0,3,3,3.0,3.0,0.0,1.0,162.0,483.0,3,483,987,1,3.0,5,8.0,0,4.0,1987.0,1.0,280.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2008,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,36,9.0,9,3.0,4.0,840.0,912.0,4,1,648.0,280.0,2.0,1.0,1.5,1470.0,987,0,1.0,0,36,216,2.449489742783178,2160900.0,3176523000.0,38.34057902536163,974169,961504803,31.416556144810016,974169,961504803,31.416556144810016,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,2.25,3.375,1.224744871391589,9.0,27.0,1.7320508075688772,705600.0,592704000.0,28.982753492378876,321.0,1.5,1470.0,False,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.531408786275378
228,229,70.0,9.050406334059858,2,1.0,4,3,5,5,1967,1967,0.0,3,3,3.0,3.0,0.0,1.0,70.0,912.0,3,912,912,1,3.0,5,8.0,1,2.0,1974.0,1.0,336.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2010,2,2,2.0,1.0,1.0,1.0,4.0,1.0,1,2.0,1.0,1.0,1.0,1,1,25,9.0,9,3.0,2.0,1008.0,912.0,4,1,648.0,336.0,1.0,1.0,1.0,1824.0,912,0,0.0,0,25,125,2.23606797749979,3326976.0,6068404224.0,42.708313008125245,831744,758550528,30.199337741083,831744,758550528,30.199337741083,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,1.0,1.0,1.0,9.0,27.0,1.7320508075688772,1016064.0,1024192512.0,31.74901573277509,842.0,1.0,1824.0,True,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.544438676214117
229,230,43.0,8.065579427282092,2,1.0,4,3,7,5,2005,2006,16.0,4,3,4.0,3.0,2.0,1.0,1357.0,1373.0,5,1555,1555,1,4.0,7,8.0,1,3.0,2005.0,2.0,430.0,3.0,3.0,2,143,20,0,0,0,3.0,0,2009,3,2,2.0,1.0,1.0,1.0,4.0,2.0,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4.0,3.0,1290.0,912.0,6,2,648.0,430.0,1.0,2.0,2.0,2928.0,1555,20,1.0,0,49,343,2.6457513110645907,8573184.0,25102282752.0,54.11099703387473,2418025,3760028875,39.433488306260706,2418025,3760028875,39.433488306260706,9,27,1.7320508075688772,16,64,2.0,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,16.0,64.0,2.0,1664100.0,2146689000.0,35.91656999213594,16.0,2.0,2928.0,True,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5777787559275116
230,231,73.0,9.078065332666364,2,1.0,4,3,6,6,1959,1959,220.0,3,3,3.0,3.0,0.0,1.0,1194.0,1194.0,3,1194,1194,1,3.0,6,8.0,0,4.0,1959.0,1.0,312.0,3.0,3.0,2,0,0,120,0,0,3.0,0,2010,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,36,9.0,9,3.0,4.0,936.0,912.0,4,1,648.0,312.0,2.0,1.0,2.0,2388.0,1194,120,1.0,0,36,216,2.449489742783178,5702544.0,13617675072.0,48.86716689148246,1425636,1702209384,34.55430508634199,1425636,1702209384,34.55430508634199,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,876096.0,820025856.0,30.59411708155671,0.0,2.0,2388.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.557612842427037
232,233,21.0,7.427144133408616,2,1.0,4,3,6,5,1972,1972,297.0,3,3,3.0,3.0,0.0,1.0,483.0,483.0,3,483,987,1,3.0,5,8.0,1,1.0,1972.0,1.0,288.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2006,2,2,2.0,1.0,1.0,1.0,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,30,9.0,9,3.0,1.0,864.0,912.0,4,1,648.0,288.0,1.0,1.0,1.5,1470.0,987,0,1.0,0,36,216,2.449489742783178,2160900.0,3176523000.0,38.34057902536163,974169,961504803,31.416556144810016,974169,961504803,31.416556144810016,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,2.25,3.375,1.224744871391589,9.0,27.0,1.7320508075688772,746496.0,644972544.0,29.393876913398138,0.0,1.5,1470.0,True,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5222317930792495
233,234,75.0,9.273409063443166,2,1.0,4,3,5,6,1976,1976,0.0,3,3,3.0,4.0,2.0,5.0,0.0,894.0,3,894,894,1,3.0,5,8.0,0,4.0,1976.0,1.0,308.0,3.0,3.0,2,365,0,0,0,0,3.0,0,2010,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,1.0,2.0,2.0,1.0,1,1,30,9.0,9,3.0,4.0,924.0,912.0,4,1,648.0,308.0,2.0,1.0,2.0,1788.0,894,0,0.0,0,25,125,2.23606797749979,3196944.0,5716135872.0,42.28474902373195,799236,714516984,29.899832775452108,799236,714516984,29.899832775452108,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,853776.0,788889024.0,30.397368307141328,894.0,2.0,1788.0,False,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.546421434017802
